"page_views","offers","orders","company_reply_rate","product_completness","total_order_value_in_euro","monetize_amount","wootric_score","id","cluster"
0.012627148,0.0,0.0,0.916666667,0.593333333,0.0,0.0,0.0,274.0,"cluster_1"
0.011574886,0.0,0.0,0.8,0.71,0.0,0.0,0.0,275.0,"cluster_1"
0.017327254,0.004555809,0.0,1.0,0.484782609,0.0,0.0,0.0,276.0,"cluster_1"
0.009610663,0.0,0.0,0.647058824,0.86,0.0,0.0,0.0,277.0,"cluster_1"
0.035566468,0.009111617,0.0,0.888888889,0.553958333,0.0,0.0,0.0,278.0,"cluster_1"
0.018870572,0.025056948,0.0,0.658536585,0.731428571,0.0,0.0,0.0,279.0,"cluster_1"
0.026797615,0.006833713,0.018181818,1.0,0.375795454,0.0,0.0,0.0,280.0,"cluster_1"
0.012977902,0.0,0.0,1.0,0.486,0.0,0.0,0.0,281.0,"cluster_1"
0.013679411,0.022779043,0.0,1.0,0.389354839,0.0,0.0,0.0,282.0,"cluster_1"
0.017116801,0.0,0.0,0.833333333,0.6435,0.0,0.0,0.0,283.0,"cluster_1"
0.127253595,0.050113895,0.0,0.595505618,0.57,0.0,0.0,0.0,284.0,"cluster_1"
0.026937917,0.004555809,0.009090909,0.666666667,0.736666667,3.01E-5,0.0,0.0,285.0,"cluster_1"
0.061732725,0.002277904,0.0,0.5,0.913730769,0.0,0.0,0.0,286.0,"cluster_1"
0.004629954,0.011389522,0.0,1.0,0.43,0.0,0.0,0.0,287.0,"cluster_1"
0.006243423,0.009111617,0.009090909,0.888888889,0.492777778,0.009243526,0.0,0.0,288.0,"cluster_1"
0.001192564,0.006833713,0.0,0.875,0.57,0.0,0.0,0.0,289.0,"cluster_1"
0.001894072,0.004555809,0.0,1.0,0.453333333,0.0,0.0,0.0,290.0,"cluster_1"
0.003016485,0.0,0.0,0.9,0.57,0.0,0.0,0.0,291.0,"cluster_1"
0.021536303,0.013667426,0.009090909,0.869565217,0.49,0.0,0.0,0.0,292.0,"cluster_1"
0.038933707,0.0,0.0,1.0,0.43,0.0,0.0,0.0,293.0,"cluster_1"
0.071904595,0.066059226,0.027272727,0.413249211,0.303896104,0.033260426,0.04,0.0,294.0,"cluster_0"
0.049105577,0.0,0.0,0.675,0.744230769,0.0,0.0,0.0,295.0,"cluster_1"
0.007085233,0.009111617,0.0,0.7,0.723846154,0.0,0.0,0.0,296.0,"cluster_1"
0.058505787,0.002277904,0.0,0.823529412,0.576086957,0.0,0.0,0.0,297.0,"cluster_1"
0.008347948,0.038724374,0.009090909,0.607843137,0.656,3.52E-5,0.0,0.0,298.0,"cluster_1"
0.011153981,0.0,0.0,1.0,0.444583333,0.0,0.0,0.0,299.0,"cluster_1"
0.004209049,0.0,0.0,0.9,0.55,0.0,0.0,0.0,300.0,"cluster_1"
0.007295686,0.0,0.0,0.875,0.57,0.0,0.0,0.0,301.0,"cluster_1"
0.00168362,0.009111617,0.0,1.0,0.404545455,0.0,0.0,0.0,302.0,"cluster_1"
0.01276745,0.0,0.0,1.0,0.428666667,0.0,0.0,0.0,303.0,"cluster_1"
0.002806033,0.002277904,0.0,0.833333333,0.591428571,0.0,0.0,0.0,304.0,"cluster_1"
0.069449316,0.0,0.0,0.454545455,0.912615385,0.0,0.0,0.0,305.0,"cluster_3"
0.01017187,0.013667426,0.009090909,0.75,0.58,0.0,0.0,0.0,306.0,"cluster_1"
0.002034374,0.0,0.0,0.857142857,0.57,0.0,0.0,0.0,307.0,"cluster_1"
0.070150824,0.0,0.0,0.967391304,0.389473684,0.0,0.0,0.0,308.0,"cluster_1"
0.031567871,0.095671982,0.018181818,0.387596899,0.53,0.010232368,0.0,0.0,309.0,"cluster_3"
0.083128727,0.0523918,0.018181818,0.748502994,0.310813954,0.0,0.0,0.0,310.0,"cluster_1"
0.08684672,0.059225513,0.0,0.666666667,0.43,0.0,0.0,0.0,311.0,"cluster_1"
0.014871975,0.0,0.0,0.545454545,0.86,0.0,0.0,0.0,312.0,"cluster_1"
0.011153981,0.020501139,0.009090909,1.0,0.289545455,0.0,0.0,0.0,313.0,"cluster_1"
0.011574886,0.0,0.0,0.833333333,0.57,0.0,0.0,0.0,314.0,"cluster_1"
0.005892669,0.0,0.0,1.0,0.404452555,0.0,0.0,0.0,315.0,"cluster_1"
0.056260961,0.009111617,0.0,0.888324873,0.429171598,0.0,0.0,0.0,316.0,"cluster_1"
0.001823921,0.0,0.0,0.833333333,0.560277778,0.0,0.0,0.0,317.0,"cluster_1"
0.010522624,0.0,0.0,0.857142857,0.526666667,0.0,0.0,0.0,318.0,"cluster_1"
0.021396001,0.022779043,0.009090909,0.583333333,0.658148148,6.92774E-4,0.0,0.0,319.0,"cluster_1"
0.003577692,0.0,0.0,0.6,0.785,0.0,0.0,0.0,320.0,"cluster_1"
0.012065942,0.011389522,0.0,0.466666667,0.86,0.0,0.0,0.0,321.0,"cluster_1"
0.028621536,0.011389522,0.0,0.85,0.459285714,0.0,0.0,0.0,322.0,"cluster_1"
0.050368292,0.0,0.0,0.9375,0.394263566,0.0,0.0,0.0,323.0,"cluster_1"
0.041529288,0.020501139,0.045454545,0.717105263,0.348039216,0.005235705,0.0,0.0,324.0,"cluster_1"
0.005892669,0.01594533,0.045454545,0.7,0.410909091,0.0,0.0,0.0,325.0,"cluster_1"
0.012486847,0.0,0.0,0.4,0.9475,0.0,0.0,0.0,326.0,"cluster_3"
0.029252894,0.0,0.0,0.777777778,0.55,0.0,0.0,0.0,327.0,"cluster_1"
0.004700105,0.020501139,0.0,0.619047619,0.45,0.0,0.0332,0.0,328.0,"cluster_1"
0.025324448,0.009111617,0.0,1.0,0.292916667,0.0,0.0,0.0,329.0,"cluster_1"
0.010382322,0.002277904,0.0,1.0,0.326296296,0.0,0.0,0.0,330.0,"cluster_1"
0.002806033,0.0,0.0,0.769230769,0.57,0.0,0.0,0.0,331.0,"cluster_1"
0.057243073,0.06833713,0.018181818,0.623853211,0.302307692,0.004933463,0.0,0.0,332.0,"cluster_1"
0.049596633,0.047835991,0.0,0.547945205,0.538461539,0.0,0.0,0.0,333.0,"cluster_1"
0.052262364,0.120728929,0.0,0.516363636,0.274143646,0.0,0.0,0.0,334.0,"cluster_1"
0.010522624,0.006833713,0.0,0.714285714,0.57,0.0,0.0,0.0,335.0,"cluster_1"
0.018239214,0.002277904,0.0,0.588235294,0.686666667,0.0,0.0,0.0,336.0,"cluster_1"
0.043493511,0.006833713,0.0,0.704081633,0.519275362,0.0,0.0,0.0,337.0,"cluster_1"
0.195580498,0.0,0.0,0.570469799,0.5240625,0.0,0.0,0.0,338.0,"cluster_1"
0.008628551,0.006833713,0.0,0.833333333,0.420666667,0.0,0.0,0.0,339.0,"cluster_1"
0.004910558,0.004555809,0.009090909,0.75,0.476666667,0.0,0.0,0.0,340.0,"cluster_1"
0.024552788,0.004555809,0.0,0.666666667,0.57,0.0,0.0,0.0,341.0,"cluster_1"
0.002806033,0.036446469,0.0,0.653846154,0.476666667,0.0,0.0,0.0,342.0,"cluster_1"
0.004700105,0.0,0.0,1.0,0.271111111,0.0,0.0,0.0,343.0,"cluster_1"
0.004349351,0.0,0.0,0.7,0.57,0.0,0.0,0.0,344.0,"cluster_1"
0.003788145,0.0,0.0,0.7,0.57,0.0,0.0,0.0,345.0,"cluster_1"
0.02721852,0.009111617,0.009090909,0.791666667,0.3812,0.0,0.0,0.0,346.0,"cluster_1"
0.026025956,0.002277904,0.0,0.942708333,0.291494253,0.0,0.0,0.0,347.0,"cluster_1"
0.032409681,0.045558087,0.009090909,0.639344262,0.368127854,0.0,0.0,0.0,348.0,"cluster_1"
0.055910207,0.0,0.0,0.2,1.0,0.0,0.0,0.0,349.0,"cluster_3"
0.025184146,0.0,0.0,0.555555556,0.671428571,0.0,0.0,0.0,350.0,"cluster_1"
0.010522624,0.0,0.0,0.666666667,0.57,0.0,0.0,0.0,351.0,"cluster_1"
0.003156787,0.002277904,0.0,0.952380952,0.275365854,0.0,0.0,0.0,352.0,"cluster_1"
0.00252543,0.002277904,0.009090909,0.714285714,0.476666667,0.0,0.0,0.0,353.0,"cluster_1"
0.002034374,0.006833713,0.009090909,0.875,0.29,0.002201249,0.0,0.0,354.0,"cluster_1"
0.025464749,0.0,0.0,0.636363636,0.565625,0.0,0.0,0.0,355.0,"cluster_1"
0.00336724,0.002277904,0.0,0.5,0.71,0.0,0.0,0.0,356.0,"cluster_1"
0.009610663,0.0,0.0,0.2,1.0,0.0,0.0,0.0,357.0,"cluster_3"
0.001964223,0.0,0.0,0.7,0.5,0.0,0.0,0.0,358.0,"cluster_1"
0.01192564,0.002277904,0.0,0.375,0.7925,0.0,0.0,0.0,359.0,"cluster_3"
0.013960014,0.0,0.0,0.291666667,0.872727273,0.0,0.0,0.0,360.0,"cluster_3"
0.00764644,0.0,0.0,0.6,0.57,0.0,0.0,0.0,361.0,"cluster_1"
0.014030165,0.0,0.0,0.733333333,0.43,0.0,0.0,0.0,362.0,"cluster_1"
0.372079972,0.034168565,0.0,0.317241379,0.329841521,0.0,0.0,0.0,363.0,"cluster_0"
0.014731673,0.0,0.0,0.428571429,0.711111111,0.0,0.0,0.0,364.0,"cluster_3"
0.005752368,0.0,0.0,0.857142857,0.287654321,0.0,0.0,0.0,365.0,"cluster_1"
0.160294633,0.050113895,0.018181818,0.381147541,0.334441524,0.0,0.0,0.0,366.0,"cluster_0"
0.005050859,0.004555809,0.0,0.6,0.523333333,0.0,0.0,0.0,367.0,"cluster_1"
0.01024202,0.002277904,0.0,0.678571429,0.448421053,0.0,0.0,0.0,368.0,"cluster_1"
0.006944932,0.006833713,0.0,0.666666667,0.442941177,0.0,0.0,0.0,369.0,"cluster_1"
0.007225535,0.0,0.0,0.571428571,0.562631579,0.0,0.0,0.0,370.0,"cluster_1"
0.009470361,0.0,0.0,0.4,0.73,0.0,0.0,0.0,371.0,"cluster_3"
0.018449667,0.0,0.0,0.142857143,0.976666667,0.0,0.0,0.0,372.0,"cluster_3"
0.039284462,0.0,0.0,0.2,0.897857143,0.0,0.0,0.0,373.0,"cluster_3"
0.003717994,0.013667426,0.0,0.769230769,0.3,0.0,0.0,0.0,374.0,"cluster_1"
0.008347948,0.0,0.0,0.380952381,0.732857143,0.0,0.0,0.0,375.0,"cluster_3"
0.008067345,0.011389522,0.0,0.457142857,0.608181818,0.0,0.0,0.0,376.0,"cluster_1"
0.016906349,0.002277904,0.0,0.571428571,0.52,0.0,0.0,0.0,377.0,"cluster_1"
0.006383725,0.0,0.0,0.4,0.71,0.0,0.0,0.0,378.0,"cluster_3"
0.011224132,0.004555809,0.0,0.0,0.43,0.0,0.109266667,0.0,379.0,"cluster_0"
0.008347948,0.004555809,0.0,0.666666667,0.402,0.0,0.0,0.0,380.0,"cluster_1"
0.012276394,0.009111617,0.0,0.384615385,0.654,0.0,0.0,0.0,381.0,"cluster_3"
0.051841459,0.013667426,0.0,0.340909091,0.638285714,0.0,0.0,0.0,382.0,"cluster_3"
0.180217468,0.059225513,0.009090909,0.289644013,0.322283814,0.002311311,0.0,0.0,383.0,"cluster_0"
0.003086636,0.0,0.0,0.375,0.682,0.0,0.0,0.0,384.0,"cluster_3"
0.004209049,0.002277904,0.0,0.5,0.545652174,0.0,0.0,0.0,385.0,"cluster_1"
0.01024202,0.018223235,0.0,0.545454545,0.43,0.0,0.0,0.0,386.0,"cluster_1"
0.027990179,0.002277904,0.009090909,0.414634146,0.57,0.0,0.0,0.0,387.0,"cluster_3"
0.003507541,0.002277904,0.0,0.473684211,0.57,0.0,0.0,0.0,388.0,"cluster_1"
0.020343739,0.011389522,0.0,0.425,0.557826087,0.0,0.0,0.0,389.0,"cluster_3"
0.008067345,0.0,0.0,0.5,0.54,0.0,0.0,0.0,390.0,"cluster_1"
0.118835496,0.0,0.0,0.068965517,0.857058824,0.0,0.0,0.0,391.0,"cluster_3"
0.032199228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,392.0,"cluster_3"
9.82112E-4,0.0,0.0,0.6,0.43,0.0,0.0,0.0,393.0,"cluster_1"
0.030515609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,394.0,"cluster_3"
0.003507541,0.0,0.0,0.5,0.523333333,0.0,0.0,0.0,395.0,"cluster_1"
0.025184146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,396.0,"cluster_3"
0.004349351,0.004555809,0.0,0.0,1.0,0.0,0.0,0.0,397.0,"cluster_3"
0.004209049,0.004555809,0.0,0.0,1.0,0.0,0.0,0.0,398.0,"cluster_3"
0.019081024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,399.0,"cluster_3"
0.007786741,0.0,0.0,0.571428571,0.43875,0.0,0.0,0.0,400.0,"cluster_1"
0.017818309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,401.0,"cluster_3"
0.015082427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402.0,"cluster_3"
0.014100316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,403.0,"cluster_3"
0.011645037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,404.0,"cluster_3"
0.002314977,0.002277904,0.0,0.0,1.0,0.0,0.0,0.0,405.0,"cluster_3"
0.01024202,0.0,0.0,0.0,0.998679245,0.0,0.0,0.0,406.0,"cluster_3"
0.008418099,0.0,0.0,0.0,1.0,0.0,0.0,0.0,407.0,"cluster_3"
0.006453876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,408.0,"cluster_3"
0.009470361,0.006833713,0.009090909,0.5,0.43,9.37251E-4,0.0,0.0,409.0,"cluster_1"
0.003016485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,410.0,"cluster_3"
0.002876184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,411.0,"cluster_3"
0.002314977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,412.0,"cluster_3"
0.001543318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,413.0,"cluster_3"
7.71659E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.0,"cluster_3"
1.40302E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.0,"cluster_3"
1.40302E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,416.0,"cluster_3"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,417.0,"cluster_3"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,418.0,"cluster_3"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,419.0,"cluster_3"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,420.0,"cluster_3"
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,421.0,"cluster_3"
0.007786741,0.002277904,0.0,0.272727273,0.71,0.0,0.0,0.0,422.0,"cluster_3"
9.11961E-4,0.0,0.0,0.6,0.383333333,0.0,0.0,0.0,423.0,"cluster_1"
0.006524027,0.0,0.0,0.0,0.974545455,0.0,0.0,0.0,424.0,"cluster_3"
0.016906349,0.004555809,0.0,0.583333333,0.361,0.0,0.0,0.0,425.0,"cluster_1"
0.009540512,0.027334852,0.0,0.395061728,0.462307692,0.0,0.0,0.0,426.0,"cluster_3"
4.20905E-4,0.002277904,0.009090909,0.0,0.93,6.88E-6,0.0,0.0,427.0,"cluster_3"
0.015082427,0.0,0.0,0.272727273,0.686666667,0.0,0.0,0.0,428.0,"cluster_3"
0.018449667,0.011389522,0.0,0.458333333,0.45,0.0,0.0,0.0,429.0,"cluster_1"
0.027920028,0.0,0.0,0.505747126,0.437368421,0.0,0.0,0.0,430.0,"cluster_1"
0.010592774,0.0,0.0,0.25,0.71,0.0,0.0,0.0,431.0,"cluster_3"
0.022307962,0.020501139,0.0,0.30075188,0.565,0.0,0.0,0.0,432.0,"cluster_3"
0.020694493,0.0,0.0,0.0,0.942666667,0.0,0.0,0.0,433.0,"cluster_3"
0.012346545,0.004555809,0.018181818,0.0,0.86,5.72E-6,0.0,0.0,434.0,"cluster_3"
0.00940021,0.0,0.0,0.5,0.453773585,0.0,0.0,0.0,435.0,"cluster_1"
0.037320239,0.0,0.0,0.057142857,0.860597826,0.0,0.0,0.0,436.0,"cluster_3"
0.0,0.0,0.0,0.0,0.953333333,0.0,0.0,0.0,437.0,"cluster_3"
0.0,0.0,0.0,0.0,0.953333333,0.0,0.0,0.0,438.0,"cluster_3"
0.04594879,0.002277904,0.0,0.340807175,0.550555556,0.0,0.0,0.0,439.0,"cluster_3"
0.005612066,0.0,0.0,0.230769231,0.71,0.0,0.0,0.0,440.0,"cluster_3"
0.011645037,0.009111617,0.009090909,0.0,0.86,6.66E-5,0.0,0.0,441.0,"cluster_3"
0.005541915,0.0,0.0,0.294117647,0.64,0.0,0.0,0.0,442.0,"cluster_3"
0.046159242,0.020501139,0.0,0.295180723,0.515217391,0.0,0.0,0.0,443.0,"cluster_3"
0.032409681,0.0,0.0,0.058823529,0.846153846,0.0,0.0,0.0,444.0,"cluster_3"
0.002876184,0.0,0.0,0.0,0.93,0.0,0.0,0.0,445.0,"cluster_3"
0.00933006,0.022779043,0.009090909,0.272727273,0.523333333,0.0,0.0,0.0,446.0,"cluster_3"
0.002314977,0.0,0.0,0.0,0.93,0.0,0.0,0.0,447.0,"cluster_3"
0.001403016,0.006833713,0.0,0.333333333,0.57,0.0,0.0,0.0,448.0,"cluster_3"
0.001262715,0.0,0.0,0.0,0.93,0.0,0.0,0.0,449.0,"cluster_3"
0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,450.0,"cluster_3"
0.023781129,0.011389522,0.0,0.296296296,0.556,0.0,0.0,0.0,451.0,"cluster_3"
0.001473167,0.0,0.0,0.25,0.67,0.0,0.0,0.0,452.0,"cluster_3"
0.004700105,0.0,0.0,0.0,0.914,0.0,0.0,0.0,453.0,"cluster_3"
0.019291477,0.0,0.0,0.444444444,0.453333333,0.0,0.0,0.0,454.0,"cluster_1"
0.14472115,0.01594533,0.0,0.274074074,0.43243553,0.0,0.0,0.0,455.0,"cluster_0"
0.0042792,0.0,0.0,0.2,0.71,0.0,0.0,0.0,456.0,"cluster_3"
0.004138899,0.0,0.0,0.2,0.71,0.0,0.0,0.0,457.0,"cluster_3"
0.009961417,0.0,0.0,0.333333333,0.57,0.0,0.0,0.0,458.0,"cluster_3"
0.007927043,0.0,0.0,0.428571429,0.476666667,0.0,0.0,0.0,459.0,"cluster_1"
0.002455279,0.0,0.0,0.0,0.905555556,0.0,0.0,0.0,460.0,"cluster_3"
0.0,0.0,0.0,0.0,0.906666667,0.0,0.0,0.0,461.0,"cluster_3"
0.008839004,0.0,0.0,0.0,0.894166667,0.0,0.0,0.0,462.0,"cluster_3"
0.032549982,0.009111617,0.009090909,0.4,0.390886076,8.98557E-4,0.0,0.0,463.0,"cluster_0"
0.012206243,0.0,0.0,0.1,0.785833333,0.0,0.0,0.0,464.0,"cluster_3"
0.021185549,0.0,0.0,0.578125,0.29254902,0.0,0.0,0.0,465.0,"cluster_1"
0.001403016,0.0,0.0,0.0,0.89,0.0,0.0,0.0,466.0,"cluster_3"
0.025675202,0.0,0.0,0.210526316,0.652352941,0.0,0.0,0.0,467.0,"cluster_3"
0.004840407,0.002277904,0.009090909,0.0,0.835,0.0,0.0,0.0,468.0,"cluster_3"
0.001894072,0.0,0.0,0.0,0.883333333,0.0,0.0,0.0,469.0,"cluster_3"
0.011715188,0.002277904,0.0,0.0,0.86,0.0,0.0,0.0,470.0,"cluster_3"
0.019852683,0.0,0.0,0.0,0.86,0.0,0.0,0.0,471.0,"cluster_3"
0.017257103,0.0,0.0,0.0,0.86,0.0,0.0,0.0,472.0,"cluster_3"
0.003647843,0.006833713,0.0,0.0,0.842777778,0.0,0.0,0.0,473.0,"cluster_3"
0.00933006,0.0,0.0,0.153846154,0.71,0.0,0.0,0.0,474.0,"cluster_3"
0.006874781,0.002277904,0.0,0.333333333,0.523333333,0.0,0.0,0.0,475.0,"cluster_3"
0.011294283,0.0,0.0,0.0,0.86,0.0,0.0,0.0,476.0,"cluster_3"
0.010522624,0.004555809,0.0,0.555555556,0.286363636,0.0,0.0,0.0,477.0,"cluster_1"
0.005752368,0.0,0.0,0.0,0.864418605,0.0,0.0,0.0,478.0,"cluster_3"
0.009680814,0.0,0.0,0.0,0.86,0.0,0.0,0.0,479.0,"cluster_3"
0.009470361,0.0,0.0,0.0,0.86,0.0,0.0,0.0,480.0,"cluster_3"
0.002174676,0.0,0.0,0.25,0.616666667,0.0,0.0,0.0,481.0,"cluster_3"
0.008628551,0.0,0.0,0.0,0.86,0.0,0.0,0.0,482.0,"cluster_3"
0.008418099,0.0,0.0,0.0,0.86,0.0,0.0,0.0,483.0,"cluster_3"
0.007435987,0.0,0.0,0.0,0.86,0.0,0.0,0.0,484.0,"cluster_3"
0.007085233,0.0,0.0,0.0,0.86,0.0,0.0,0.0,485.0,"cluster_3"
0.006032971,0.0,0.0,0.0,0.86,0.0,0.0,0.0,486.0,"cluster_3"
0.004489653,0.0,0.0,0.0,0.86,0.0,0.0,0.0,487.0,"cluster_3"
0.003998597,0.0,0.0,0.0,0.86,0.0,0.0,0.0,488.0,"cluster_3"
0.00343739,0.0,0.0,0.0,0.86,0.0,0.0,0.0,489.0,"cluster_3"
0.00343739,0.0,0.0,0.0,0.86,0.0,0.0,0.0,490.0,"cluster_3"
0.002665731,0.0,0.0,0.0,0.86,0.0,0.0,0.0,491.0,"cluster_3"
0.00252543,0.0,0.0,0.0,0.86,0.0,0.0,0.0,492.0,"cluster_3"
0.002455279,0.0,0.0,0.0,0.86,0.0,0.0,0.0,493.0,"cluster_3"
0.002314977,0.0,0.0,0.0,0.86,0.0,0.0,0.0,494.0,"cluster_3"
0.001473167,0.0,0.0,0.0,0.86,0.0,0.0,0.0,495.0,"cluster_3"
0.001332866,0.0,0.0,0.0,0.86,0.0,0.0,0.0,496.0,"cluster_3"
0.001262715,0.0,0.0,0.0,0.86,0.0,0.0,0.0,497.0,"cluster_3"
0.043914416,0.009111617,0.0,0.382352941,0.398534483,0.0,0.0,0.0,498.0,"cluster_0"
0.001052262,0.0,0.0,0.0,0.86,0.0,0.0,0.0,499.0,"cluster_3"
9.11961E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,500.0,"cluster_3"
6.31357E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,501.0,"cluster_3"
5.61207E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,502.0,"cluster_3"
5.61207E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,503.0,"cluster_3"
4.91056E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,504.0,"cluster_3"
4.91056E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,505.0,"cluster_3"
4.20905E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,506.0,"cluster_3"
4.20905E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,507.0,"cluster_3"
4.20905E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,508.0,"cluster_3"
3.50754E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,509.0,"cluster_3"
2.80603E-4,0.0,0.0,0.0,0.86,0.0,0.0,0.0,510.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,511.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,512.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,513.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,514.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,515.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,516.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,517.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,518.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,519.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,520.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,521.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,522.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,523.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,524.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,525.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,526.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,527.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,528.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,529.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,530.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,531.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,532.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,533.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,534.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,535.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,536.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,537.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,538.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,539.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,540.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,541.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,542.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,543.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,544.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,545.0,"cluster_3"
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,546.0,"cluster_3"
0.003156787,0.0,0.0,0.0,0.856666667,0.0,0.0,0.0,547.0,"cluster_3"
0.003297089,0.0,0.0,0.0,0.855,0.0,0.0,0.0,548.0,"cluster_3"
0.004209049,0.0,0.0,0.375,0.477737705,0.0,0.0,0.0,549.0,"cluster_3"
0.014591371,0.006833713,0.0,0.0,0.81,0.0,0.0,0.0,550.0,"cluster_3"
0.016064539,0.01594533,0.0,0.25,0.518,0.0,0.0,0.0,551.0,"cluster_3"
0.003016485,0.0,0.0,0.0,0.843333333,0.0,0.0,0.0,552.0,"cluster_3"
0.001192564,0.0,0.0,0.0,0.84,0.0,0.0,0.0,553.0,"cluster_3"
0.009470361,0.0,0.0,0.411764706,0.419230769,0.0,0.0,0.0,554.0,"cluster_0"
0.004068748,0.0,0.0,0.0,0.835714286,0.0,0.0,0.0,555.0,"cluster_3"
0.014240617,0.0,0.0,0.111111111,0.71,0.0,0.0,0.0,556.0,"cluster_3"
0.0,0.0,0.0,0.0,0.835,0.0,0.0,0.0,557.0,"cluster_3"
0.001894072,0.0,0.0,0.0,0.83,0.0,0.0,0.0,558.0,"cluster_3"
0.061873027,0.0,0.0,0.055555556,0.71,0.0,0.0,0.0,559.0,"cluster_3"
8.4181E-4,0.0,0.0,0.461538462,0.36,0.0,0.0,0.0,560.0,"cluster_0"
0.006524027,0.006833713,0.0,0.25,0.535,0.0,0.0,0.0,561.0,"cluster_3"
