Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means
Mapei Austria GmbH,28710,0.017854652,0.044530494,0.009493671,0,0.020654045,0,0,6.050693699,3,0
Mepak Rigid d.o.o.,20740,0.009485284,0.005808325,0.012658228,0,0.055077453,0,0,6.050198659,3,0
Ursa Sanayi Hammaddeleri Ltd. Şti.,16249,0.010740689,0.034849952,0.015822785,0,0.012048193,0,0,6.046498634,3,0
KESA ADDITIVES SRL,22764,0.005998047,0.001936108,0.022151899,0,0.024096386,0,0,6.031906802,3,0
Acies Bio d.o.o.,33778,0.012554052,0.029041626,0.015822785,0,0.015490534,0,0,6.018867565,3,0
Prospectrum GmbH,14835,0.028734831,0.030009681,0.006329114,0,0.036144578,0,0,6.010277254,3,0
Hydro Systems,23766,0.008090389,0.012584705,0.006329114,0,0.074010327,0,0,6.000093832,3,0
Ucenta ventures Ltd,32027,0.014506905,0.023233301,0.015822785,0,0.018932874,0,0,5.998210969,3,0
"YANG-E CO.,LTD",28814,0.042683777,0.013552759,0,0,0.063683305,0,0,5.995992049,3,0
COFFEE TO COME,29987,0.016878226,0.030009681,0.012658228,0,0.022375215,0,0,5.994801639,3,0
PCIM SA/ISOPROC,34363,0.010043242,0.047434656,0.009493671,0,0.024096386,0,0,5.977448358,3,0
Synthon Argentina SA,32177,0.020225973,0.034849952,0.012658228,0,0.013769363,0,0,5.973909955,3,0
DOCTUM SA,25057,0.009066815,0.019361084,0.015822785,0,0.027538726,0,0,5.962888263,3,0
Mono Plastik San. Ve Tic. A.Ş,12677,0.000697447,0.002904163,0.028481013,0,0.00172117,0,0,5.96234155,3,0
AID Technologies Ltd,15783,0.004603152,0.005808325,0.009493671,0.016393443,0.005163511,0,0,5.956172148,3,0
Hagmans Nordic AB,2815,0.010880179,0.03678606,0.012658228,0,0.020654045,0,0,5.947659735,3,0
TRENDKIMYASAL URUNLER INSAAT GIDA SAN VE TIC LTD.STI,1915,0.00516111,0.021297193,0.022151899,0,0.003442341,0,0,5.925411935,3,0
Waste4Generation Ltd,24612,0.008369368,0.032913843,0.015822785,0,0.013769363,0,0,5.917185685,3,0
AG Termopasty Grzegorz Gąsowski,32897,0.010043242,0.024201355,0.015822785,0,0.020654045,0,0,5.90948905,3,0
Olverum Ltd,27969,0.006416516,0.020329138,0.018987342,0,0.015490534,0,0,5.909277732,3,0
Gemteks boya kimya san.tic.a.ş,15103,0.000557958,0.001936108,0.028481013,0,0.00172117,0,0,5.906964366,3,0
J Reents GmbH,32821,0.01311201,0.028073572,0.006329114,0,0.051635112,0,0,5.906857487,3,0
Buss-SMS-Canzler GmbH,29811,0.011717115,0.025169409,0.009493671,0,0.04302926,0,0,5.894523414,3,0
Loba GmbH & Co. KG,25224,0.009485284,0.017424976,0.015822785,0,0.027538726,0,0,5.887006262,3,0
Glomin GmbH,30740,0.011577626,0.019361084,0.012658228,0,0.036144578,0,0,5.885809991,3,0
Nu'u bio-nature s.r.l,31586,0.010740689,0.028073572,0.015822785,0,0.015490534,0,0,5.8797967,3,0
Indigo Food Solutions,30033,0.019946994,0.030977735,0.006329114,0,0.04130809,0,0,5.877463698,3,0
SPRING COATING SYSTEMS,17135,0.000697447,0,0.012658228,0.016393443,0,7.33E-09,0,5.845207194,3,0
GUICA S.A.,25466,0.016599247,0.016456922,0.006329114,0,0.058519793,0,0,5.844620875,3,0
LABMARKER DIS TIC LTD STI,25655,0.011577626,0.030009681,0.006329114,0,0.049913941,0,0,5.84088518,3,0
ESTRALAB,34851,0.009903752,0.026137464,0.015822785,0,0.017211704,0,0,5.827202958,3,0
HPLLC,24345,0.006834984,0.016456922,0.018987342,0,0.017211704,0,0,5.82264883,3,0
Quaternia s.l.,327,0.000278979,0.001936108,0.028481013,0,0,0,0,5.8069569,3,0
Vedarco Ltd.,32744,0.011996094,0.011616651,0.006329114,0,0.067125645,0,0,5.802742298,3,0
RS Solution srl,16916,0.008787837,0.023233301,0.015822785,0,0.020654045,0,0,5.798316079,3,0
Semco Teak Products Europe SL,25281,0.005579579,0.006776379,0.006329114,0.016393443,0.012048193,0.000333227,0,5.798041529,3,0
Bolkar Dış Ticaret AŞ,36047,0.013530478,0.030009681,0.009493671,0,0.034423408,0,0,5.796912523,3,0
Defréine carpentry,27244,0.008927326,0.030977735,0.009493671,0,0.037865749,0,0,5.78727465,3,0
Aspen Oss BV,14880,0.006695494,0.06195547,0.003164557,0,0.034423408,0,0,5.786629988,3,0
Protega,20367,0.016041289,0.041626331,0.006329114,0,0.032702238,0,0,5.784315659,3,0
Spartax Chemicals,27190,0.007392942,0.01839303,0.009493671,0,0.051635112,0,0,5.769788363,3,0
Zeocem,21807,0.003766216,0.01839303,0.018987342,0,0.017211704,0,0,5.766015835,3,0
Microsphere Technology Ltd,22207,0.0053006,0.014520813,0.022151899,0,0.006884682,0,0,5.765684475,3,0
Eurocoatings,27339,0.011438136,0.037754114,0.003164557,0,0.053356282,0,0,5.760338039,3,0
Fuelsave GmbH,27584,0.0053006,0.039690223,0.015822785,0,0.006884682,0,0,5.758332164,3,0
acque e chimici,19459,0.001534384,0.008712488,0.025316456,0,0.003442341,0,0,5.747751781,3,0
Procoat,23018,0.002789789,0.01839303,0.022151899,0,0.005163511,0,0,5.747696275,3,0
DIPON.DE Removable Automotive Coatings GmbH & Co. KG,22882,0.010322221,0.076476283,0.003164557,0,0.015490534,0,0,5.747363238,3,0
VERNICOL SA,14817,0.000836937,0,0.028481013,0,0,0,0,5.738049372,3,0
Biofarm d.o.o.,16511,0.011717115,0.034849952,0.012658228,0,0.017211704,0,0,5.720584115,3,0
Naturepad GmbH,32603,0.012693542,0.009680542,0.012658228,0,0.04130809,0,0,5.715754232,3,0
Tikkurila Polska S.A.,21913,0.009624773,0.021297193,0.012658228,0,0.032702238,0,0,5.712855744,3,0
"ASAHI SANGYO KAISHA, LTD.",2987,0.035151346,0.022265247,0,0,0.056798623,0,0,5.7107608,3,0
AURIVO DAIRY INGREDIENTS,32642,0.015483331,0.029041626,0.012658228,0,0.018932874,0,0,5.704537154,3,0
OFER CHEMICALS,34443,0.007671921,0.030977735,0.015822785,0,0.012048193,0,0,5.699449377,3,0
Plasmat Boya Plastik San.Ve Tic. A.Ş.,7117,0.0053006,0.025169409,0.012658228,0,0.032702238,0,0,5.69025791,3,0
GALEB d.d.,19242,0.005719068,0.012584705,0.022151899,0,0.006884682,0,0,5.689802474,3,0
Bondis BV,21294,0.007532431,0.020329138,0.015822785,0,0.022375215,0,0,5.676396206,3,0
HyPoint,32040,0.013390989,0.025169409,0.012658228,0,0.024096386,0,0,5.66448477,3,0
Kebony Belgium NV,17427,0.028595341,0.022265247,0.009493671,0,0.024096386,0,0,5.64658285,3,0
"Brands Alliance, s.r.o.",25773,0.021341889,0.038722168,0.006329114,0,0.027538726,0,0,5.645961958,3,0
Sto SE & Co.KGaA,6058,0.004184684,0.01839303,0.022151899,0,0.00172117,0,0,5.64532397,3,0
D&R Tecnical Consulting Ltd.,22635,0.006277026,0.017424976,0.015822785,0,0.025817556,0,0,5.640534853,3,0
ADI Center s.l.,23213,0.012275073,0.044530494,0.003164557,0,0.04302926,0,0,5.624652734,3,0
Briman Chemicals LTd Sti,29082,0.008927326,0.060987415,0.006329114,0,0.017211704,0,0,5.622145047,3,0
Kunststoff Vertrieb Dr. Schiffers GmbH & Co. KG,25467,0.006834984,0.023233301,0.015822785,0,0.018932874,0,0,5.614614931,3,0
Cordial Adhesives,29300,0.015483331,0.043562439,0.006329114,0,0.027538726,0,0,5.595047627,3,0
CHIMIE PLUS LABORATOIRES,32248,0.011298647,0.026137464,0.009493671,0,0.036144578,0,0,5.577768625,3,0
Allegrini S.P.A.,811,0.01311201,0.027105518,0.012658228,0,0.020654045,0,0,5.575224205,3,0
AGI - Augusto Guimarães & Irmão,17026,0.008927326,0.012584705,0,0.016393443,0.024096386,0.000159949,0,5.57510422,3,0
Sivit srl,20861,0.006416516,0.028073572,0.006329114,0,0.051635112,0,0,5.572082762,3,0
ADIONICS,35138,0.01311201,0.033881897,0.012658228,0,0.013769363,0,0,5.569809099,3,0
SAS GEWEN LA SOURCE,5922,0.002092342,0,0.006329114,0.016393443,0.015490534,0.001412881,0,5.56494321,3,0
"Clam Desarrollo, S.L.",23332,0.005719068,0.016456922,0.015822785,0,0.025817556,0,0,5.564234249,3,0
Meghna Colour Chem,334,0.0053006,0.014520813,0.018987342,0,0.015490534,0,0,5.563065681,3,0
Safari Klip,27868,0.005579579,0.025169409,0.015822785,0,0.017211704,0,0,5.562591571,3,0
ZWUKSO Sp. z o.o Sp.k.,1677,0.046728972,0.014520813,0,0,0.049913941,0,0,5.55818633,3,0
Colorificio Marmoplast s.r.l.,20474,0.006974473,0.045498548,0.009493671,0,0.020654045,0,0,5.555087482,3,0
Hans Stockmar GmbH & Co.KG,19555,0.011577626,0.034849952,0.012658228,0,0.013769363,0,0,5.541492602,3,0
Dechamboux,30946,0.007253452,0.051306873,0.003164557,0,0.039586919,0,0,5.540273625,3,0
IBV Hungária Kft.,21060,0.0053006,0.009680542,0.003164557,0.016393443,0.017211704,0.000104633,0,5.531705529,3,0
Elcrom srl,21510,0.013809457,0.011616651,0.012658228,0,0.034423408,0,0,5.524121361,3,0
Bestseal adhesives & Sealants S.A,31454,0.020086483,0.008712488,0.012658228,0,0.030981067,0,0,5.520647494,3,0
Axens,20205,0.020644441,0.016456922,0.012658228,0,0.022375215,0,0,5.505474474,3,0
PULS s.r.o.,5370,0.008229879,0.063891578,0,0,0.037865749,0,0,5.499360264,3,4
Ombergs Ekogard,29330,0.008229879,0.063891578,0,0,0.037865749,0,0,5.499360264,3,4
CBW Export,34173,0.024410657,0.017424976,0.012658228,0,0.017211704,0,0,5.484012407,3,0
RNM Produtos Quimicos SA,30464,0.009345794,0.013552759,0.012658228,0,0.036144578,0,0,5.483802153,3,0
Novonol GmbH,19108,0.004463663,0.07357212,0.003164557,0,0.018932874,0,0,5.481344262,3,0
ISOMATEX SA,28158,0.007392942,0.031945789,0.015822785,0,0.006884682,0,0,5.475727581,3,0
Unichem D.O.O.,29289,0.014227926,0.019361084,0.009493671,0,0.037865749,0,0,5.471472113,3,0
DURIEU S.A.,13384,0.003905705,0.017424976,0.018987342,0,0.012048193,0,0,5.466412039,3,0
Jean-Yves Ickonga Akindou,30590,0.006834984,0.008712488,0.012658228,0,0.04302926,0,0,5.460482157,3,0
INTRALABS,18142,0.001534384,0.002904163,0.025316456,0,0.003442341,0,0,5.457335518,3,0
SBR Tarım Ürünleri Gıda San. Ve Tic. A.Ş,32668,0.010880179,0.025169409,0.012658228,0,0.022375215,0,0,5.452885729,3,0
Adefy,12997,0.011438136,0.013552759,0.015822785,0,0.020654045,0,0,5.446803968,3,0
ATEREA SA,34131,0.019110057,0.005808325,0.015822785,0,0.020654045,0,0,5.443178322,3,0
Metlac Spa,22950,0.014227926,0.010648596,0.015822785,0,0.020654045,0,0,5.441085305,3,0
Ströh E-Commerce GmbH,34163,0.025805552,0.005808325,0.006329114,0,0.051635112,0,0,5.428272226,3,0
Aerochemica GmbH,25930,0.005579579,0.027105518,0.009493671,0,0.037865749,0,0,5.426276445,3,0
Kubilay Kimya ve Boya,11894,0.00251081,0.030009681,0.018987342,0,0,0,0,5.423492903,3,0
"Rota Glaciar, Lda.",19405,0.001534384,0.043562439,0.015822785,0,0,0,0,5.419398145,3,0
BASIT CHEMICALS,2693,0.003905705,0.043562439,0.009493671,0,0.022375215,0,0,5.390902165,3,0
BioTech Hungary Ltd.,31748,0.001115916,0.001936108,0.025316456,0,0.003442341,0,0,5.388009387,3,0
"ODO""ECOLINEGRUPP"" BELARUS",32882,0.014646394,0.029041626,0.009493671,0,0.025817556,0,0,5.374013001,3,0
Rowfer Limited,33975,0.014367415,0.012584705,0.015822785,0,0.017211704,0,0,5.37274816,3,0
Papalexatos OE - Gelato Italiano,19288,0.014088436,0.088092933,0,0,0.005163511,0,0,5.367244036,3,0
Good Retrail Trade KFT,34949,0.000836937,0,0.025316456,0,0.005163511,0,0,5.363313539,3,0
Dyo Boya,16352,0.007113963,0.072604066,0,0,0.027538726,0,0,5.362837753,3,4
Kosho Cosmetics AG,35038,0.009624773,0.022265247,0.015822785,0,0.012048193,0,0,5.36146761,3,0
Etkin Kimyevi Maddeler San. ve Tic. Ltd. Şti,16819,0.006834984,0.011616651,0.022151899,0,0,0,0,5.352961471,3,0
TAILORS - ROYAL PAINTS,2130,0.000557958,0,0.025316456,0,0.005163511,0,0,5.349364592,3,0
Waltice sas,16827,0.010182731,0.035818006,0.012658228,0,0.010327022,0,0,5.348033539,3,0
Vistachem Europe GmbH,17394,0.013669968,0.032913843,0.009493671,0,0.022375215,0,0,5.346685489,3,0
Brenntag Polska Sp. z o.o.,10592,0.0106012,0.031945789,0.003164557,0,0.051635112,0,0,5.342016415,3,0
Celanese Production Italy srl,30494,0.008508858,0.03678606,0.006329114,0,0.036144578,0,0,5.337797581,3,0
Kovacs & Partner Trading Ltd,28185,0.006695494,0.025169409,0.012658228,0,0.024096386,0,0,5.329710046,3,0
"Eumedica Pharmaceuticals Industries, SL",23471,0.01311201,0.013552759,0.012658228,0,0.029259897,0,0,5.327878856,3,0
Axalta Russian Coatings LLC,25490,0.00251081,0.012584705,0.018987342,0,0.015490534,0,0,5.326770791,3,0
InterNail Deutschland e.K.,10737,0.013530478,0.006776379,0.009493671,0,0.048192771,0,0,5.323715628,3,0
doo Dunav,32915,0.011717115,0.037754114,0.009493671,0,0.018932874,0,0,5.318939374,3,0
"Cabor química, S.L.",25995,0.012135584,0.019361084,0.012658228,0,0.024096386,0,0,5.311298246,3,0
Agrana Research & Innovation Center GmbH,33972,0.014367415,0.060019361,0.003164557,0,0.018932874,0,0,5.298893927,3,0
"TER AS PORTUGAL UNIPESSOAL, LDA",19766,0.034314409,0.038722168,0,0,0.032702238,0,0,5.286940761,3,0
PHARMACIE NOUVELLE LTD,1185,0.043520714,0.032913843,0,0,0.029259897,0,0,5.284722705,3,0
FDI,21761,0.00781141,0.01839303,0.009493671,0,0.04130809,0,0,5.274360665,3,0
Becker Farby Przemysłowe Sp. Z O.O,458,0.000557958,0,0.025316456,0,0.003442341,0,0,5.263306073,3,0
Ak-Kim Kimya San. ve Tic. A.Ş.,11617,0.010043242,0.010648596,0.018987342,0,0.008605852,0,0,5.262352856,3,0
Interspec SA,31239,0.0132515,0.021297193,0.009493671,0,0.032702238,0,0,5.261280661,3,0
Astron Chemicals,18174,0.007532431,0.033881897,0.009493671,0,0.025817556,0,0,5.260328409,3,0
OQEMA,15682,0.00516111,0.039690223,0.009493671,0,0.022375215,0,0,5.260061584,3,0
Maadlex OÜ,32902,0.016180778,0.031945789,0.009493671,0,0.018932874,0,0,5.251706261,3,0
"Yung Chi Paint & Varnish Mfg. Co., Ltd.",2255,0.040870414,0.034849952,0,0,0.029259897,0,0,5.249013131,3,0
Polyglokal -PGKL,29385,0.007253452,0.009680542,0.018987342,0,0.012048193,0,0,5.246577717,3,0
VITABAY C.V.,9455,0.016320268,0.008712488,0.012658228,0,0.029259897,0,0,5.246278192,3,0
B4plastics,2315,0.005858558,0.024201355,0.012658228,0,0.024096386,0,0,5.239460494,3,0
Sherman Chemicals,16968,0.004603152,0.005808325,0.006329114,0.016393443,0.003442341,0,0,5.237202235,3,0
Moonlight Health AB,24198,0.003487237,0.005808325,0.003164557,0.016393443,0.017211704,6.66E-07,0,5.237029859,3,0
Desabau GmbH,23495,0.008229879,0.046466602,0,0,0.049913941,0,0,5.230521113,3,0
Achitex Minerva Kimya Ltd.Şti.,23334,0.010880179,0.033881897,0.006329114,0,0.034423408,0,0,5.225096977,3,0
Wessely Ges.m.b.H.,31271,0.012554052,0.015488867,0.012658228,0,0.025817556,0,0,5.224669344,3,0
UFA COLOR GmbH,21061,0.015204352,0.035818006,0.009493671,0,0.015490534,0,0,5.224378749,3,0
Retrorega UAB,23824,0.0079509,0.021297193,0.006329114,0,0.049913941,0,0,5.223924476,3,0
Lihme Protein Solutions,34207,0.011856605,0.033881897,0.009493671,0,0.020654045,0,0,5.218361525,3,0
Eksparas Ltd,3204,0.011159157,0.025169409,0.012658228,0,0.017211704,0,0,5.208659116,3,0
Semitec GmbH,1791,0.008787837,0.01839303,0.006329114,0,0.051635112,0,0,5.206621705,3,0
SARCOM SRL,21256,0.003068768,0.022265247,0.015822785,0,0.015490534,0,0,5.205784398,3,0
ASTRA ITB DOO,18604,0.007113963,0.031945789,0.015822785,0,0.00172117,0,0,5.203603075,3,0
Vantage Leuna GmbH,32937,0.022457804,0.002904163,0.006329114,0,0.053356282,0,0,5.201735252,3,0
Nordtreat Finland Oy,4892,0.003905705,0.021297193,0.015822785,0,0.015490534,0,0,5.199228528,3,0
Grüter Chemie GmbH,25168,0.0079509,0.015488867,0.015822785,0,0.017211704,0,0,5.197130514,3,0
ImEx Chem Global,25967,0.006695494,0.039690223,0.003164557,0,0.04475043,0,0,5.189718764,3,0
JAK-KEM d.o.o.,19482,0.016180778,0.027105518,0.009493671,0,0.022375215,0,0,5.181809748,3,0
E-G Consulting,32163,0.011717115,0.049370765,0.006329114,0,0.017211704,0,0,5.180801989,3,0
Spac spa,25611,0.011298647,0.027105518,0.006329114,0,0.039586919,0,0,5.165376983,3,0
AVERY DENNISON MATERIALS EUROPE GMBH,24601,0.011159157,0.05517909,0.003164557,0,0.024096386,0,0,5.154643045,3,0
High Performance Battery Holding AG,27404,0.003905705,0.027105518,0.015822785,0,0.008605852,0,0,5.145410712,3,0
Altris AB,32848,0.012693542,0.033881897,0.006329114,0,0.030981067,0,0,5.143648092,3,0
IMCD Maroc S.A.R.L.,24078,0.008369368,0.041626331,0.006329114,0,0.027538726,0,0,5.142544061,3,0
KARTALLAR BOYA,17301,0.000418468,0.000968054,0.025316456,0,0,0,0,5.13261727,3,0
NATURIMITATION IMPORT EXPORT LDA,18695,0.007253452,0.031945789,0.015822785,0,0,0,0,5.124519028,3,0
IVS srl,17364,0.009903752,0.03678606,0.012658228,0,0.005163511,0,0,5.124311743,3,0
JSC Litnobiles,3054,0.010740689,0.029041626,0.012658228,0,0.012048193,0,0,5.123170979,3,0
FARBEN DERI TEKS. KONF. VE KİM.MAD.TİC.VE SAN.A.Ş.,23377,0.01311201,0.026137464,0.006329114,0,0.037865749,0,0,5.121583907,3,0
Soiltech bv,21400,0.011159157,0.028073572,0.006329114,0,0.037865749,0,0,5.1207467,3,0
Nummer Eins Chemicals,27453,0.004045195,0.006776379,0.018987342,0,0.015490534,0,0,5.113073736,3,0
"Garcoin Chemicals, S.L.",20384,0.012414563,0.032913843,0.009493671,0,0.018932874,0,0,5.111798189,3,0
MULTICHEM SP. Z O. O.,17919,0.000836937,0,0.025316456,0,0,0,0,5.10513798,3,0
Pigment Al sas,18982,0.006556005,0.079380445,0.003164557,0,0.003442341,0,0,5.101850948,3,0
SIA ILAN,32627,0.011577626,0.03678606,0.009493671,0,0.015490534,0,0,5.091445151,3,0
Sestriere Vernici,11840,0.007392942,0.03678606,0.012658228,0,0.006884682,0,0,5.084829741,3,0
PLANA S d.o.o.,33477,0.008927326,0.017424976,0.015822785,0,0.012048193,0,0,5.08458169,3,0
Prakash Chemicals International Pvt. Ltd.,1541,0.021341889,0.031945789,0,0,0.048192771,0,0,5.074022437,3,0
RECREUS,13288,0.011577626,0.072604066,0,0,0.017211704,0,0,5.069669784,3,0
Freudenberg Filtration Technologies,28750,0.005579579,0.020329138,0.015822785,0,0.012048193,0,0,5.062402459,3,0
HSH Group,23087,0.004324174,0.013552759,0.012658228,0,0.032702238,0,0,5.06060407,3,0
AQUAESTIL PLUS d.o.o.,19695,0.003766216,0.041626331,0.012658228,0,0.005163511,0,0,5.059448465,3,0
CASUSGRILL ApS,35262,0.011298647,0.016456922,0.012658228,0,0.022375215,0,0,5.038184754,3,0
Azelis Canada,9432,0.026084531,0.005808325,0,0,0.068846816,0,0,5.036983586,3,0
Briljant Motors BV,20050,0.003068768,0.003872217,0.022151899,0,0.005163511,0,0,5.035604564,3,0
Derbyshire Aggregates,30266,0.014227926,0.050338819,0,0,0.036144578,0,0,5.035566154,3,0
debolon dessauer bodenbeläge GmbH & Co. KG,16200,0.001534384,0.004840271,0.006329114,0.016393443,0.003442341,0,0,5.035361109,3,0
Lecifarma,24333,0.008090389,0.042594385,0,0,0.049913941,0,0,5.029935797,3,0
"Quimisea, Comércio de Produtos Quimicos",31680,0.008369368,0.044530494,0.006329114,0,0.022375215,0,0,5.029576633,3,0
ConVet GmbH & Co KG,27927,0.009624773,0.032913843,0.006329114,0,0.032702238,0,0,5.027865486,3,0
GIZ KOZMETIK,22620,0.009903752,0.043562439,0.003164557,0,0.034423408,0,0,5.027391376,3,0
Ameralabs,30784,0.008787837,0.016456922,0.006329114,0,0.049913941,0,0,5.023757764,3,0
BI-QEM Specialties S.P.A.,24053,0.009345794,0.066795741,0,0,0.024096386,0,0,5.011896025,3,0
Master Paints & Chemical Corp,8344,0.001952853,0.000968054,0.022151899,0,0.008605852,0,0,5.006717684,3,0
AGP VECTORIAL TRADE,20530,0.0079509,0.041626331,0.003164557,0,0.037865749,0,0,5.005060367,3,0
EMCC Dr. Rašek,31574,0.0079509,0.054211036,0,0,0.037865749,0,0,5.001384212,3,0
Apharma Sağlık Ürünleri A.Ş,22748,0.004742642,0.016456922,0.015822785,0,0.015490534,0,0,4.999061816,3,0
Anilo B.V.,23968,0.012833031,0.062923524,0,0,0.024096386,0,0,4.992647018,3,0
Chemap Agro,30942,0.009485284,0.005808325,0.009493671,0,0.046471601,0,0,4.986994668,3,0
Arts&Crafts Studio,27759,0.004045195,0.039690223,0.012658228,0,0.005163511,0,0,4.976591991,3,0
Laboratorios F. Durban,35715,0.015343842,0.027105518,0.009493671,0,0.018932874,0,0,4.967845867,3,0
Stucco italiano srl,33620,0.009066815,0.015488867,0.012658228,0,0.024096386,0,0,4.964248988,3,0
Italkem srl,7039,0.009485284,0.03678606,0.006329114,0,0.027538726,0,0,4.956326296,3,0
PROMONTING D.O.O.E.L.,32201,0.007532431,0.005808325,0.015822785,0,0.022375215,0,0,4.950355548,3,0
GE Smart UG (haftungsbeschränkt),31276,0.018831078,0.044530494,0.006329114,0,0.010327022,0,0,4.950252502,3,0
Magico srl,1899,0.02622402,0.013552759,0.003164557,0,0.046471601,0,0,4.945330379,3,0
Szórádi & Partners Ltd. (RADKA Group),14843,0.001952853,0.004840271,0.022151899,0,0.003442341,0,0,4.942152967,3,0
Quill International Chemicals,15780,0.004324174,0.020329138,0,0.016393443,0.008605852,0,0,4.941646721,3,0
TAT-Engineering,26127,0.009206305,0.015488867,0.009493671,0,0.036144578,0,0,4.940721708,3,0
Socane,27323,0.005858558,0.030977735,0,0,0.061962134,0,0,4.939921334,3,0
Diez Kimya ve Laboratuvar Ekipmanları,33002,0.011298647,0.027105518,0.009493671,0,0.022375215,0,0,4.937703178,3,0
Rakton,30835,0.01046171,0.010648596,0.009493671,0,0.039586919,0,0,4.933595456,3,0
"CRISOL COLOR, S. L.",32216,0.001813363,0.001936108,0.018987342,0,0.018932874,0,0,4.931585648,3,0
ASAHI KASEI Europe GmbH,29805,0.01046171,0.032913843,0.009493671,0,0.017211704,0,0,4.928097041,3,0
"Fakolith Chemical Systems,SLU",24191,0.008648347,0.005808325,0.015822785,0,0.020654045,0,0,4.920092815,3,0
M&P Paint & Coatings AB,33545,0.013669968,0.020329138,0.012658228,0,0.013769363,0,0,4.920069045,3,0
Jerva bv,24164,0.008648347,0.039690223,0,0,0.049913941,0,0,4.912625559,3,0
"Cerámica Malpesa, S.A.",23847,0.014925373,0.034849952,0,0,0.048192771,0,0,4.898404791,3,0
Gharda Chemicals Limited,2480,0.011159157,0.030009681,0,0,0.056798623,0,0,4.898373054,3,0
WayRay AG,23984,0.003068768,0.003872217,0.003164557,0.016393443,0.012048193,0.000359885,0,4.897047297,3,0
Wistema GmbH,6746,0.009903752,0.024201355,0.009493671,0,0.025817556,0,0,4.894867351,3,0
Fakin Media d.o.o.,33037,0.007532431,0.024201355,0.012658228,0,0.015490534,0,0,4.892861577,3,0
COVERPLAST,20483,0.007671921,0.025169409,0.015822785,0,0.00172117,0,0,4.892681995,3,0
Baumgarten Chemische Produkte,28409,0.008927326,0.022265247,0.006329114,0,0.04130809,0,0,4.890855902,3,0
Kesenler Kozmetik Paz. San. Tic. A.Ş.,30943,0.012833031,0.028073572,0.009493671,0,0.018932874,0,0,4.890708056,3,0
Dutch Resin Group B.V.,33845,0.005998047,0.050338819,0,0,0.04130809,0,0,4.882247781,3,0
CETMA SRL,33985,0.019528526,0.019361084,0.009493671,0,0.020654045,0,0,4.875916906,3,0
Berger Chemie GmbH,5212,0.000836937,0.002904163,0.022151899,0,0.005163511,0,0,4.875610278,3,0
HELENA LLEBARIA S.A.,5661,0.007532431,0.014520813,0.015822785,0,0.012048193,0,0,4.869628824,3,0
Novochem Ltd,11725,0.003487237,0.017424976,0.012658228,0,0.025817556,0,0,4.868133992,3,0
Blanco Czechia,20358,0.009206305,0.017424976,0.009493671,0,0.032702238,0,0,4.865410089,3,0
Ing. G. Linker GmbH,22171,0.006974473,0.021297193,0.009493671,0,0.030981067,0,0,4.861370837,3,0
Cosmetic Labsolutions,15987,0.005858558,0.012584705,0.015822785,0,0.015490534,0,0,4.861246761,3,0
Siderokem di Somma Filippo,29881,0.012414563,0.057115198,0,0,0.027538726,0,0,4.853424374,3,0
3M DEVELOPMENT BEOGRAD,34325,0.01311201,0.009680542,0.009493671,0,0.036144578,0,0,4.845590701,3,0
Sanomol GmbH,25939,0.010880179,0.023233301,0.003164557,0,0.049913941,0,0,4.834282447,3,0
Daga International GmbH,33665,0.010182731,0.023233301,0.006329114,0,0.037865749,0,0,4.829911834,3,0
Arplama,24862,0.005719068,0.015488867,0.015822785,0,0.012048193,0,0,4.82736338,3,0
Jassen GmbH,22497,0.005719068,0.01839303,0.009493671,0,0.034423408,0,0,4.825509484,3,0
FORTUNA KIMYA MUM. TIC. LTD STI,12670,0.003347747,0.000968054,0.022151899,0,0.003442341,0,0,4.818286859,3,0
Industrial Engineering Group s.r.o.,28453,0.013390989,0.011616651,0.012658228,0,0.020654045,0,0,4.814729783,3,0
Normet India Pvt Ltd,22498,0.000557958,0.001936108,0.022151899,0,0.005163511,0,0,4.813258621,3,0
Güvener Genel End. Mad. İth. İhr. San. ve Tic. Ltd. Şti.,25764,0.0079509,0.037754114,0.003164557,0,0.037865749,0,0,4.811449525,3,0
Eurowater AB,2727,0.036964709,0.015488867,0.003164557,0,0.030981067,0,0,4.804643576,3,0
TMD Friction EsCo GmbH / Automobilzulieferer,19833,0.008508858,0.011616651,0.018987342,0,0,0,0,4.80374376,3,0
Slovlak Košeca a.s.,21791,0.006416516,0.043562439,0.006329114,0,0.020654045,0,0,4.797472775,3,0
Soon Yong Brothers Group Partnership,34705,0.007532431,0.016456922,0.015822785,0,0.008605852,0,0,4.794317205,3,0
Essity,35113,0.010043242,0.014520813,0.012658228,0,0.020654045,0,0,4.792550552,3,0
Akcoat Advanced Chemical Coating Materials,17833,0.0026503,0.025169409,0.012658228,0,0.017211704,0,0,4.783216237,3,0
Remei Baltica OÜ,4177,0.019389036,0.028073572,0,0,0.048192771,0,0,4.782768967,3,0
Castpolymer,25603,0.006834984,0.007744434,0.009493671,0,0.04302926,0,0,4.779168054,3,0
Inpipe Sweden AB,28762,0.004463663,0.047434656,0.003164557,0,0.030981067,0,0,4.776880715,3,0
Pailac Paints,24771,0.00516111,0.021297193,0.009493671,0,0.030981067,0,0,4.770702682,3,0
